Model,Model Family,Model Size (B),Pretraining Data Size (T),FLOPs (1E21),MMLU,ARC-C,HellaSwag,Winograd,TruthfulQA,GSM8K,XWinograd,HumanEval,Company,Release Date,MMLU-ours,platform,Unnamed: 17,Unnamed: 18,Unnamed: 19,0_32_brier,0_32_san,32_64_brier,32_64_san,64_96_brier,64_96_san,96_129_brier,96_129_san,129_161_brier,129_161_san,161_193_brier,161_193_san,193_226_brier,193_226_san,226_258_brier,226_258_san,258_290_brier,258_290_san,290_323_brier,290_323_san,acc,brier,san
Qwen/Qwen1.5-32B,Qwen1.5,32.0,4.0,768.0,0.742996128,0.635665529,0.850029875,0.814522494,0.573944434,0.611068992,0.791176059,0.420731707,alibaba,202402.0,,,,,,0.4050070037931574,0.2812673923045978,0.33906134560240453,0.3149409746297149,0.5102768270304692,0.27719488470596054,0.5219819499143007,0.2765863713701547,0.611925922338812,0.27208298669230335,0.5153076448952216,0.2836274769077414,0.5950150597637727,0.2772272671460911,0.7507211860915607,0.26585357273827603,0.7256185689816312,0.2675421099413522,0.7653079508703121,0.26160257925162184,0.4148606811145511,0.5745184385682998,0.2777369533120055
Qwen/Qwen1.5-14B,Qwen1.5,14.0,4.0,336.0,0.693602647,0.565699659,0.810794662,0.73480663,0.520609239,0.676269901,0.777502468,0.396341463,alibaba,202402.0,,,,,,0.3453995761095145,0.08402619280255769,0.37678097283207096,0.08809855054594223,0.631584553360868,0.07527916390190395,0.7672258346575925,0.07315846270542721,0.8012591373500034,0.06933737547495514,0.7906447974613601,0.07072110851016378,0.823789460408604,0.077025187804017,0.9120649681885973,0.09349958329447344,0.9038280989202311,0.07713788092740297,0.9586432833845395,0.0941096344224992,0.15789473684210525,0.732225140631576,0.08025038321173653
Qwen/Qwen1.5-7B,Qwen1.5,7.0,4.0,168.0,0.619700217,0.541808874,0.785102569,0.712707182,0.51082277,0.53525398,0.752361398,0.347560976,alibaba,202402.0,0.604828372,rllab,,,,0.35020638965467366,0.08484835763527358,0.45490462038328455,0.09891666204121212,0.7062797307667709,0.08611813201921711,0.813041397111538,0.08025444165828713,0.8065953461282053,0.08317903654519457,0.7672578193955364,0.08880450388056382,0.8283969382174656,0.08460265713871164,0.9257368083652309,0.09164607109102367,0.9635852824608564,0.09013952864048164,0.9899812067445894,0.10236251729856637,0.17956656346749225,0.7616809807968258,0.08908706089922154
Qwen/Qwen1.5-4B,Qwen1.5,4.0,2.4,57.6,0.565235196,0.484641638,0.715793667,0.662194159,0.472731898,0.522365428,0.688785439,0.262195122,alibaba,202402.0,0.5526278308,rllab,,,,0.2979108349638236,0.01551805206883022,0.527187605797221,0.014742197494535982,0.7320759743607119,0.013968040808613094,0.8179356592073177,0.013165647482585635,0.8115501408396868,0.014633832254844869,0.8488633018335467,0.014041340680685209,0.8732875926431569,0.013309520238764526,0.9426604595421143,0.015495590365614823,0.9738692825242533,0.014976902947860736,0.9907849758555637,0.017101163047456923,0.11764705882352941,0.782656454210101,0.014693651787127398
Qwen/Qwen1.5-1.8B,Qwen1.5,1.8,2.4,25.92,0.467083853,0.37883959,0.614220275,0.602999211,0.394278142,0.3358605,0.643824663,0.182926829,alibaba,202402.0,0.4600484262,rllab,,,,0.3378819509801616,0.00275265598910446,0.1889282865116873,0.003049024091569725,0.6587454917725952,0.0027045131310936624,0.9032711120821556,0.002927568879295399,0.9091377673576161,0.002645763137815862,0.922275845276507,0.002831314089508025,0.9401689647872984,0.0026538475243876687,0.9786131019828056,0.0030343461912012053,0.9804536824064458,0.0031168859780939997,0.9948373684632895,0.003265498749394938,0.15789473684210525,0.7829607174526028,0.0028986138808667354
Qwen/Qwen1.5-0.5B,Qwen1.5,0.5,2.4,7.2,0.393533408,0.314846416,0.490539733,0.572217837,0.382992684,0.163002274,0.575621493,0.115853659,alibaba,202402.0,0.3886198547,rllab,,,,0.3435495554524362,0.010024758050316707,0.43103541616062874,0.008357429385589978,0.7353174852880922,0.009416780534096328,0.9412737141155384,0.012050988842333823,0.9439951834445491,0.010615124893523169,0.9264503478856615,0.008797550448947018,0.9479694285495947,0.009614200536501067,0.9909494025517503,0.008684559449098912,0.9557412821498158,0.008993139724078631,0.9799347063187062,0.009645371594842224,0.1238390092879257,0.8208919707440269,0.009627577311678539
Qwen/Qwen-72B,Qwen,72.0,3.0,1296.0,0.773737575,0.651877133,0.85939056,0.824782952,0.601910952,0.704321456,0.828731413,0.37195122,alibaba,202311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-14B,Qwen,14.0,3.0,252.0,0.677042803,0.582764505,0.839872535,0.767955801,0.494329446,0.589840788,0.791508524,0.353658537,alibaba,202309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen-7B,Qwen,7.0,2.4,100.8,0.598387921,0.513651877,0.784704242,0.72691397,0.477859305,0.449583017,0.734576728,0.317073171,alibaba,202308.0,0.5828941746,rllab,,,,0.3362783018825512,0.004459058055437747,0.4513177831755088,0.004472550881595557,0.7412218476547928,0.004540858599868554,0.8176760745589463,0.0048202284401207655,0.8247976764860274,0.004329657390873456,0.7837311937227313,0.004738890762585276,0.8374753425885312,0.004321753048761994,0.9364646741287488,0.004673993373452408,0.9563631480315401,0.004497962511376305,0.9866640563800834,0.003807030828549992,0.14241486068111456,0.768252317736936,0.004464806491892689
mistralai/Mistral-7B-v0.1,Mistral,7.3,,,0.641644838,0.599829352,0.833100976,0.786108919,0.421531711,0.370735406,0.781857102,0.274390244,mistral,202309.0,0.62590799,rllab,,,,0.3423649953583188,0.8811909091840071,0.4350560762084896,0.8551351065273702,0.5885214242759604,0.8474988912225135,0.6931712372811745,0.8320981444977682,0.7363584142070854,0.8666559483058657,0.7136519448209239,0.8570523142339099,0.8371802225765356,0.8602181905816588,0.9236022740296161,0.8547149351043503,0.9184269544393155,0.8650617729485367,0.9591288962318887,0.9054707446742587,0.2043343653250774,0.7158151034607664,0.8625414542189516
